
PASSED,Transcription end of loop,Straight-White-American-Jesus,537
PASSED,Transcription end of loop,Straight-White-American-Jesus,534
PASSED,Transcription end of loop,Straight-White-American-Jesus,538
PASSED,Transcription end of loop,Straight-White-American-Jesus,547
PASSED,Transcription end of loop,Straight-White-American-Jesus,544
PASSED,Transcription end of loop,Straight-White-American-Jesus,531
PASSED,Transcription end of loop,Straight-White-American-Jesus,541
PASSED,Transcription end of loop,Straight-White-American-Jesus,543
PASSED,Transcription end of loop,Straight-White-American-Jesus,530
PASSED,Transcription end of loop,Straight-White-American-Jesus,540
PASSED,Transcription end of loop,Straight-White-American-Jesus,533
PASSED,Transcription end of loop,Straight-White-American-Jesus,528
PASSED,Transcription end of loop,Straight-White-American-Jesus,536
PASSED,Transcription end of loop,Straight-White-American-Jesus,545
PASSED,Transcription end of loop,Straight-White-American-Jesus,546
PASSED,Transcription end of loop,Straight-White-American-Jesus,527
PASSED,Transcription end of loop,Straight-White-American-Jesus,525
PASSED,Transcription end of loop,Straight-White-American-Jesus,535
PASSED,Transcription end of loop,Straight-White-American-Jesus,522
PASSED,Transcription end of loop,Straight-White-American-Jesus,532
PASSED,Transcription end of loop,Straight-White-American-Jesus,542
PASSED,Transcription end of loop,Straight-White-American-Jesus,519
PASSED,Transcription end of loop,Straight-White-American-Jesus,521
PASSED,Transcription end of loop,Straight-White-American-Jesus,524
PASSED,Transcription end of loop,Straight-White-American-Jesus,529
PASSED,Transcription end of loop,Straight-White-American-Jesus,539
PASSED,Transcription end of loop,Straight-White-American-Jesus,516
PASSED,Transcription end of loop,Straight-White-American-Jesus,526
PASSED,Transcription end of loop,Straight-White-American-Jesus,510
PASSED,Transcription end of loop,Straight-White-American-Jesus,513
PASSED,Transcription end of loop,Straight-White-American-Jesus,512
PASSED,Transcription end of loop,Straight-White-American-Jesus,515
PASSED,Transcription end of loop,Straight-White-American-Jesus,507
PASSED,Transcription end of loop,Straight-White-American-Jesus,518
PASSED,Transcription end of loop,Straight-White-American-Jesus,504
PASSED,Transcription end of loop,Straight-White-American-Jesus,520
PASSED,Transcription end of loop,Straight-White-American-Jesus,509
PASSED,Transcription end of loop,Straight-White-American-Jesus,523
PASSED,Transcription end of loop,Straight-White-American-Jesus,501
PASSED,Transcription end of loop,Straight-White-American-Jesus,506
PASSED,Transcription end of loop,Straight-White-American-Jesus,517
PASSED,Transcription end of loop,Straight-White-American-Jesus,498
PASSED,Transcription end of loop,Straight-White-American-Jesus,514
PASSED,Transcription end of loop,Straight-White-American-Jesus,503
PASSED,Transcription end of loop,Straight-White-American-Jesus,500
PASSED,Transcription end of loop,Straight-White-American-Jesus,508
PASSED,Transcription end of loop,Straight-White-American-Jesus,495
PASSED,Transcription end of loop,Straight-White-American-Jesus,492
PASSED,Transcription end of loop,Straight-White-American-Jesus,511
PASSED,Transcription end of loop,Straight-White-American-Jesus,494
PASSED,Transcription end of loop,Straight-White-American-Jesus,505
PASSED,Transcription end of loop,Straight-White-American-Jesus,502
PASSED,Transcription end of loop,Straight-White-American-Jesus,488
PASSED,Transcription end of loop,Straight-White-American-Jesus,489
PASSED,Transcription end of loop,Straight-White-American-Jesus,491
PASSED,Transcription end of loop,Straight-White-American-Jesus,497
PASSED,Transcription end of loop,Straight-White-American-Jesus,477
PASSED,Transcription end of loop,Straight-White-American-Jesus,485
PASSED,Transcription end of loop,Straight-White-American-Jesus,481
PASSED,Transcription end of loop,Straight-White-American-Jesus,499
PASSED,Transcription end of loop,Straight-White-American-Jesus,484
PASSED,Transcription end of loop,Straight-White-American-Jesus,487
PASSED,Transcription end of loop,Straight-White-American-Jesus,493
PASSED,Transcription end of loop,Straight-White-American-Jesus,480
PASSED,Transcription end of loop,Straight-White-American-Jesus,496
PASSED,Transcription end of loop,Straight-White-American-Jesus,476
PASSED,Transcription end of loop,Straight-White-American-Jesus,483
PASSED,Transcription end of loop,Straight-White-American-Jesus,490
PASSED,Transcription end of loop,Straight-White-American-Jesus,472
PASSED,Transcription end of loop,Straight-White-American-Jesus,486
PASSED,Transcription end of loop,Straight-White-American-Jesus,469
PASSED,Transcription end of loop,Straight-White-American-Jesus,473
PASSED,Transcription end of loop,Straight-White-American-Jesus,479
PASSED,Transcription end of loop,Straight-White-American-Jesus,466
PASSED,Transcription end of loop,Straight-White-American-Jesus,463
PASSED,Transcription end of loop,Straight-White-American-Jesus,482
PASSED,Transcription end of loop,Straight-White-American-Jesus,468
PASSED,Transcription end of loop,Straight-White-American-Jesus,471
PASSED,Transcription end of loop,Straight-White-American-Jesus,475
PASSED,Transcription end of loop,Straight-White-American-Jesus,478
PASSED,Transcription end of loop,Straight-White-American-Jesus,460
PASSED,Transcription end of loop,Straight-White-American-Jesus,462
PASSED,Transcription end of loop,Straight-White-American-Jesus,474
PASSED,Transcription end of loop,Straight-White-American-Jesus,454
PASSED,Transcription end of loop,Straight-White-American-Jesus,457
PASSED,Transcription end of loop,Straight-White-American-Jesus,470
PASSED,Transcription end of loop,Straight-White-American-Jesus,459
PASSED,Transcription end of loop,Straight-White-American-Jesus,467
PASSED,Transcription end of loop,Straight-White-American-Jesus,451
PASSED,Transcription end of loop,Straight-White-American-Jesus,465
PASSED,Transcription end of loop,Straight-White-American-Jesus,448
PASSED,Transcription end of loop,Straight-White-American-Jesus,464
PASSED,Transcription end of loop,Straight-White-American-Jesus,453
PASSED,Transcription end of loop,Straight-White-American-Jesus,461
PASSED,Transcription end of loop,Straight-White-American-Jesus,445
PASSED,Transcription end of loop,Straight-White-American-Jesus,456
PASSED,Transcription end of loop,Straight-White-American-Jesus,450
PASSED,Transcription end of loop,Straight-White-American-Jesus,447
PASSED,Transcription end of loop,Straight-White-American-Jesus,444
PASSED,Transcription end of loop,Straight-White-American-Jesus,458
PASSED,Transcription end of loop,Straight-White-American-Jesus,452
PASSED,Transcription end of loop,Straight-White-American-Jesus,442
PASSED,Transcription end of loop,Straight-White-American-Jesus,436
PASSED,Transcription end of loop,Straight-White-American-Jesus,455
PASSED,Transcription end of loop,Straight-White-American-Jesus,441
PASSED,Transcription end of loop,Straight-White-American-Jesus,439
PASSED,Transcription end of loop,Straight-White-American-Jesus,449
PASSED,Transcription end of loop,Straight-White-American-Jesus,433
PASSED,Transcription end of loop,Straight-White-American-Jesus,438
PASSED,Transcription end of loop,Straight-White-American-Jesus,446
PASSED,Transcription end of loop,Straight-White-American-Jesus,422
PASSED,Transcription end of loop,Straight-White-American-Jesus,423
PASSED,Transcription end of loop,Straight-White-American-Jesus,443
